id,danceName,artist,danceType,aliases_pipe,styleTags_pipe,sceneTags_pipe,outfitKeywords_pipe,avoidKeywords_pipe,stageOutfitProfiles,stageOutfitSummary,reviewNotes
gg-099,Imaginary Friend,ITZY,女团,imaginary friend|itzy imaginary friend|imaginaryfriend,Girl Crush|力量|运动,练舞房|舞台|日常,工装|运动鞋|机能风,,,ITZY《Imaginary Friend》偏Girl Crush与力量，建议选择便于发力且有舞台层次感的女团搭配。,
gg-100,Gods,NewJeans,女团,gods|newjeans gods|gods,清新|Y2K|元气,练舞房|舞台|日常,运动鞋|宽松裤|发夹,,,NewJeans《Gods》偏清新与Y2K，建议选择便于发力且有舞台层次感的女团搭配。,
kiiikiii-i-do-me,I DO ME,KiiiKiii,K-pop,I DO ME|i do me|KiiiKiii I DO ME|I DO ME KiiiKiii|idome,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
kiiikiii-debut-song,DEBUT SONG,KiiiKiii,K-pop,DEBUT SONG|debut song|KiiiKiii DEBUT SONG|DEBUT SONG KiiiKiii|debutsong,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
kiiikiii-groundwork,GROUNDWORK,KiiiKiii,K-pop,GROUNDWORK|groundwork|KiiiKiii GROUNDWORK|GROUNDWORK KiiiKiii,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
kiiikiii-there-they-go,THERE THEY GO,KiiiKiii,K-pop,THERE THEY GO|there they go|KiiiKiii THERE THEY GO|THERE THEY GO KiiiKiii|theretheygo,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
kiiikiii-btg,BTG,KiiiKiii,K-pop,BTG|btg|KiiiKiii BTG|BTG KiiiKiii,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
kiiikiii-one-off,ONE OFF,KiiiKiii,K-pop,ONE OFF|one off|KiiiKiii ONE OFF|ONE OFF KiiiKiii|oneoff,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
hearts2hearts-the-chase,The Chase,Hearts2Hearts,K-pop,The Chase|the chase|Hearts2Hearts The Chase|The Chase Hearts2Hearts|thechase,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
hearts2hearts-butterflies,Butterflies,Hearts2Hearts,K-pop,Butterflies|butterflies|Hearts2Hearts Butterflies|Butterflies Hearts2Hearts,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
hearts2hearts-style,STYLE,Hearts2Hearts,K-pop,STYLE|style|Hearts2Hearts STYLE|STYLE Hearts2Hearts,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
hearts2hearts-pretty-please,Pretty Please,Hearts2Hearts,K-pop,Pretty Please|pretty please|Hearts2Hearts Pretty Please|Pretty Please Hearts2Hearts|prettyplease,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
hearts2hearts-focus,FOCUS,Hearts2Hearts,K-pop,FOCUS|focus|Hearts2Hearts FOCUS|FOCUS Hearts2Hearts,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
hearts2hearts-apple-pie,Apple Pie,Hearts2Hearts,K-pop,Apple Pie|apple pie|Hearts2Hearts Apple Pie|Apple Pie Hearts2Hearts|applepie,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
hearts2hearts-rude,Rude,Hearts2Hearts,K-pop,Rude|rude|Hearts2Hearts Rude|Rude Hearts2Hearts,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
hearts2hearts-blue-moon,Blue Moon,Hearts2Hearts,K-pop,Blue Moon|blue moon|Hearts2Hearts Blue Moon|Blue Moon Hearts2Hearts|bluemoon,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
hearts2hearts-satellite,Satellite,Hearts2Hearts,K-pop,Satellite|satellite|Hearts2Hearts Satellite|Satellite Hearts2Hearts,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
izna-izna,IZNA,izna,K-pop,IZNA|izna|izna IZNA|IZNA izna,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
izna-timebomb,Timebomb,izna,K-pop,Timebomb|timebomb|izna Timebomb|Timebomb izna,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
izna-iwaly,IWALY,izna,K-pop,IWALY|iwaly|izna IWALY|IWALY izna,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
izna-drip,Drip,izna,K-pop,Drip|drip|izna Drip|Drip izna,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
izna-beep,Beep,izna,K-pop,Beep|beep|izna Beep|Beep izna,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
izna-sign,Sign,izna,K-pop,Sign|sign|izna Sign|Sign izna,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
izna-mamma-mia,Mamma Mia,izna,K-pop,Mamma Mia|mamma mia|izna Mamma Mia|Mamma Mia izna|mammamia,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
katseye-debut,Debut,KATSEYE,K-pop,Debut|debut|KATSEYE Debut|Debut KATSEYE,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-touch,Touch,KATSEYE,K-pop,Touch|touch|KATSEYE Touch|Touch KATSEYE,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-my-way,My Way,KATSEYE,K-pop,My Way|my way|KATSEYE My Way|My Way KATSEYE|myway,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-flame,Flame,KATSEYE,K-pop,Flame|flame|KATSEYE Flame|Flame KATSEYE,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-tonight-i-might,Tonight I Might,KATSEYE,K-pop,Tonight I Might|tonight i might|KATSEYE Tonight I Might|Tonight I Might KATSEYE|tonightimight,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-gnarly,Gnarly,KATSEYE,K-pop,Gnarly|gnarly|KATSEYE Gnarly|Gnarly KATSEYE,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-gabriela,Gabriela,KATSEYE,K-pop,Gabriela|gabriela|KATSEYE Gabriela|Gabriela KATSEYE,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-gameboy,Gameboy,KATSEYE,K-pop,Gameboy|gameboy|KATSEYE Gameboy|Gameboy KATSEYE,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-mean-girls,Mean Girls,KATSEYE,K-pop,Mean Girls|mean girls|KATSEYE Mean Girls|Mean Girls KATSEYE|meangirls,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-m-i-a,M.I.A,KATSEYE,K-pop,M.I.A|m.i.a|KATSEYE M.I.A|M.I.A KATSEYE,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-beautiful-chaos,Beautiful Chaos,KATSEYE,K-pop,Beautiful Chaos|beautiful chaos|KATSEYE Beautiful Chaos|Beautiful Chaos KATSEYE|beautifulchaos,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
katseye-internet-girl,Internet Girl,KATSEYE,K-pop,Internet Girl|internet girl|KATSEYE Internet Girl|Internet Girl KATSEYE|internetgirl,元气|甜酷|Y2K,练舞房|舞台|日常,彩色短上衣|百褶裙|牛仔|运动鞋|发夹|棒球帽,沉闷全黑|厚重长外套,,元气甜酷和 Y2K 少女感更适配，推荐彩色短上衣、牛仔/百褶短裙、运动鞋和发夹，跳起来轻快出片。,
red-velvet-happiness,Happiness,Red Velvet,K-pop,Happiness|happiness|Red Velvet Happiness|Happiness Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-be-natural,Be Natural,Red Velvet,K-pop,Be Natural|be natural|Red Velvet Be Natural|Be Natural Red Velvet|benatural,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-ice-cream-cake,Ice Cream Cake,Red Velvet,K-pop,Ice Cream Cake|ice cream cake|Red Velvet Ice Cream Cake|Ice Cream Cake Red Velvet|icecreamcake,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-automatic,Automatic,Red Velvet,K-pop,Automatic|automatic|Red Velvet Automatic|Automatic Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-dumb-dumb,Dumb Dumb,Red Velvet,K-pop,Dumb Dumb|dumb dumb|Red Velvet Dumb Dumb|Dumb Dumb Red Velvet|dumbdumb,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-campfire,Campfire,Red Velvet,K-pop,Campfire|campfire|Red Velvet Campfire|Campfire Red Velvet,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-huff-n-puff,Huff n Puff,Red Velvet,K-pop,Huff n Puff|huff n puff|Red Velvet Huff n Puff|Huff n Puff Red Velvet|huffnpuff,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-red-dress,Red Dress,Red Velvet,K-pop,Red Dress|red dress|Red Velvet Red Dress|Red Dress Red Velvet|reddress,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-oh-boy,Oh Boy,Red Velvet,K-pop,Oh Boy|oh boy|Red Velvet Oh Boy|Oh Boy Red Velvet|ohboy,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-lady-s-room,Lady's Room,Red Velvet,K-pop,Lady's Room|lady's room|Red Velvet Lady's Room|Lady's Room Red Velvet|lady'sroom,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-russian-roulette,Russian Roulette,Red Velvet,K-pop,Russian Roulette|russian roulette|Red Velvet Russian Roulette|Russian Roulette Red Velvet|russianroulette,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-lucky-girl,Lucky Girl,Red Velvet,K-pop,Lucky Girl|lucky girl|Red Velvet Lucky Girl|Lucky Girl Red Velvet|luckygirl,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
red-velvet-bad-dracula,Bad Dracula,Red Velvet,K-pop,Bad Dracula|bad dracula|Red Velvet Bad Dracula|Bad Dracula Red Velvet|baddracula,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
